ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D
30A5227B23,서울 성동구 마장로35나길 3,한국**,,서울 성동구,축산물,마장동,20071206,
261CA88AD3,서울 성동구 마장로35나길 4,현대**,,서울 성동구,축산물,마장동,20130315,
A0C37B29DA,서울 성동구 마장로35다길 9,삼형***,,서울 성동구,축산물,마장동,20071020,
E999F941CF,서울 성동구 마장로35다길 9,대용*****,,서울 성동구,축산물,마장동,20090316,
EF32AB6F09,서울 성동구 마장로35다길 9,대성**,,서울 성동구,축산물,마장동,20110907,
40B3115ED5,서울 성동구 마장로35다길 9,영양**,,서울 성동구,축산물,마장동,20140428,
A849839BC8,서울 성동구 마장로35다길 9,누리**,,서울 성동구,축산물,마장동,20150703,
3185CC12C8,서울 성동구 마장로37길 40.,영남****,,서울 성동구,축산물,,20100913,
3B10BE8CBB,서울 성동구 마장로37길 43.,창민**,,서울 성동구,축산물,마장동,20150108,20250717
3E36C045C0,서울 성동구 마장로37길 53.,한일***,,서울 성동구,축산물,마장동,20180823,
B0292898CE,서울 성동구 마장로37길 53.,마장****,,서울 성동구,한식-육류/고기,마장동,20140407,
844FB79595,서울 성동구 마장로37길 59.,한우**,,서울 성동구,축산물,마장동,20160504,
1958977F7D,서울 성동구 마장로37길 59.,한우************,,서울 성동구,한식-육류/고기,마장동,20160429,
FF0B7211A6,서울 성동구 마장로39길 14.,동일**,,서울 성동구,축산물,,20161205,
50431C729D,서울 성동구 마장로39길 24.,청량*****,,서울 성동구,한식-해물/생선,,20160608,
6466B7724E,서울 성동구 마장로40길 10.,추억*******,,서울 성동구,한식-국수/만두,,20140219,
B7E66CE21B,서울 성동구 마장로42길 14.,달무**,,서울 성동구,반찬,,20120914,
6D331F1EE9,서울 성동구 마조로11길 17.,카페***************,카페9,서울 성동구,카페,한양대,20110921,
291BA8B14B,서울 성동구 마조로18길 21.,청진****,한식-국밥/설렁탕12,서울 성동구,한식-국밥/설렁탕,,20081224,
F1F48E332E,서울 성동구 마조로1가길 20,한양****,,서울 성동구,꼬치구이,한양대,20100311,
30A3576891,서울 성동구 마조로1가길 3.,요거********,아이스크림/빙수5,서울 성동구,아이스크림/빙수,한양대,20140821,
D491F00E17,서울 성동구 마조로1길 26-5,복돼****,,서울 성동구,한식-육류/고기,한양대,20050504,
F961D19759,서울 성동구 마조로3가길 21,이수***,,서울 성동구,한식-육류/고기,한양대,20080318,
051EE5224E,서울 성동구 마조로3가길 27,천*,,서울 성동구,호프/맥주,한양대,20021220,
78443A3289,서울 성동구 마조로3가길 30,동래********,,서울 성동구,한식-단품요리일반,한양대,20150420,
17B71ACAEE,서울 성동구 마조로7길 7-1.,춘천*****,한식-육류/고기26,서울 성동구,한식-육류/고기,한양대,20160617,
359DA6198A,서울 성동구 마조로7길 9-1.,쭈식***,,서울 성동구,한식-육류/고기,한양대,20140822,
2DF77932A4,서울 성동구 무학로10길 33.,소*,,서울 성동구,분식,왕십리,20160108,
ED3A70B3FF,서울 성동구 무학로14길 57.,마블**,,서울 성동구,축산물,마장동,20140324,
779A336040,서울 성동구 무학로2길 23-1,아라**,,서울 성동구,일식-참치회,왕십리,20100524,
BC73C4C3E0,서울 성동구 무학봉15가길 1,전주**,,서울 성동구,백반/가정식,왕십리,20021104,
8E3ACDFC79,서울 성동구 무학봉15길 26.,산고****,,서울 성동구,한식-국수/만두,왕십리,20150511,
BEFC627F89,서울 성동구 무학봉16길 21.,오시*,,서울 성동구,한식-단품요리일반,왕십리,20141204,
BFA2953286,서울 성동구 무학봉25길 20.,여러**********,,서울 성동구,일식-덮밥/돈가스,왕십리,20240228,
AD5F5FFA6F,서울 성동구 무학봉26길 10.,봉구********,호프/맥주2,서울 성동구,호프/맥주,왕십리,20150624,
FC4868D4E3,서울 성동구 무학봉26길 9-1,칼국*,,서울 성동구,한식-국수/만두,왕십리,19960610,
7E7BE1BF67,서울 성동구 무학봉28길 12.,수현**,,서울 성동구,일식당,왕십리,20121029,
BD730ED969,서울 성동구 무학봉28길 19.,씨씨****,,서울 성동구,카페,왕십리,20141126,
4E44FC37D5,서울 성동구 무학봉28길 21.,최영*******,,서울 성동구,한식-육류/고기,왕십리,20160129,
462A0062E2,서울 성동구 무학봉길 64-4.,일*,,서울 성동구,중식당,,20130926,
CA5307D30A,서울 성동구 무학봉길 93-1.,포레**,,서울 성동구,카페,왕십리,20150730,
46EE1185BE,서울 성동구 사근동10길 2-1,삼거***,,서울 성동구,백반/가정식,한양대,20121227,
942B127362,서울 성동구 상원10길 13-1.,집*,,서울 성동구,백반/가정식,뚝섬,20060914,
9E719E496C,서울 성동구 서울숲2길 8-8.,라프*,,서울 성동구,카페,,20210317,
A153724F2C,서울 성동구 서울숲6길 20 .,사운****,,서울 성동구,일반 유흥주점,뚝섬,20190423,
3E65F94B3C,서울 성동구 성덕정11길 22.,한남***********,,서울 성동구,요리주점,성수,20140814,
A7D92FCCC6,서울 성동구 성덕정15길 12.,꾸이******,,서울 성동구,한식-단품요리일반,성수,20210625,
5F8D82CC87,서울 성동구 성덕정15길 6-5,미정****,,서울 성동구,한식-해물/생선,성수,20080204,
01F74A3D59,서울 성동구 성덕정17길 8-1,영계*******,,서울 성동구,치킨,성수,20161201,
151654BA1D,서울 성동구 성덕정17길 8-1,조개*,,서울 성동구,한식-해물/생선,성수,20131226,
A6EA097570,서울 성동구 성덕정19길 17.,아이**,,서울 성동구,요리주점,,20090903,
5B86E12858,서울 성동구 성덕정길 135-1,미경**,,서울 성동구,백반/가정식,,20110228,
56BE624635,서울 성동구 성덕정길 47-1.,찬찬*,,서울 성동구,한식-단품요리일반,성수,20150424,
88E4663BB3,서울 성동구 성덕정길 48-1.,달라***,,서울 성동구,한식-단품요리일반,성수,20130703,
51546F4B94,서울 성동구 성수이로 32-5.,연탄***,,서울 성동구,한식-육류/고기,성수,20130906,
81E3DAF03B,서울 성동구 성수이로 32-7.,크래*****,,서울 성동구,한식-단품요리일반,성수,20160805,20250811
52FFF088FE,서울 성동구 성수이로3길 19,어랑**,,서울 성동구,한식-해물/생선,성수,20050329,
9D343EC3C4,서울 성동구 성수이로3길 21,태상**,,서울 성동구,식품 제조,성수,20080314,
81A9553F88,서울 성동구 성수이로5길 1.,굴*,,서울 성동구,카페,성수,20190227,
F18AEC23C8,서울 성동구 성수이로7길 1.,성수**,,서울 성동구,일식-초밥/롤,성수,20150825,
134895DA5B,서울 성동구 성수일로 11-2.,키베***,,서울 성동구,베이커리,성수,20180319,
BAE4DBE504,서울 성동구 성수일로 59-1.,성수******,,서울 성동구,한식-육류/고기,뚝섬,20100303,
FCBC6ED9BA,서울 성동구 성수일로3길 2.,마이*********,,서울 성동구,샌드위치/토스트,성수,20220426,
5C6A6CA90A,서울 성동구 성수일로4길 2.,유월*,,서울 성동구,한식-육류/고기,성수,20240626,
EB1FBD0949,서울 성동구 성수일로8길 5.,용이*,,서울 성동구,분식,성수,20150217,
456FAA8479,서울 성동구 성수일로8길 5.,화*,,서울 성동구,한식-육류/고기,성수,20160503,
84840BD483,서울 성동구 성수일로8길 5.,두찜******,한식-육류/고기7,서울 성동구,한식-육류/고기,성수,20231121,
3CD5747A9B,서울 성동구 성수일로8길 5.,데일****,,서울 성동구,샌드위치/토스트,성수,20220620,
7634BB5C6E,서울 성동구 아차산로 100 .,제일***,,서울 성동구,한식-단품요리일반,성수,20241011,
A88840BB81,서울 성동구 아차산로13길 6,서산**,,서울 성동구,한식뷔페,,19990622,
3751A3FD2E,서울 성동구 아차산로7길 19,태양*,,서울 성동구,중식당,성수,20000131,
ADF92BAABD,서울 성동구 아차산로7길 4.,권식**,,서울 성동구,한식-육류/고기,성수,20151030,
6624D7D635,서울 성동구 아차산로7길 41,아름**,,서울 성동구,식료품,성수,20070921,
B3CE00A387,서울 성동구 아차산로7길 8.,몽땅***,한식-육류/고기17,서울 성동구,한식-육류/고기,성수,20130612,
FDD6335CBC,서울 성동구 연무장15길 11.,카페***,,서울 성동구,카페,,20191011,
566804A508,서울 성동구 연무장15길 11.,정든**,,서울 성동구,백반/가정식,화양시장,20220214,
DE2C6A8F93,서울 성동구 연무장3길 5-1.,찌마**,,서울 성동구,이자카야,성수,20190220,
B897002DD3,서울 성동구 연무장5가길 7.,나이*******,,서울 성동구,햄버거,성수,20211006,
31F3C37515,서울 성동구 연무장5가길 7.,송여*****,,서울 성동구,한식-찌개/전골,성수,20180824,
0FDB111E34,서울 성동구 연무장5가길 7.,빅쭌****,,서울 성동구,한식-단품요리일반,성수,20231123,
96BE5D7758,서울 성동구 연무장7가길 5.,메종****,,서울 성동구,한식-육류/고기,성수,20140916,
1F9B203919,서울 성동구 연무장길 39-25,루*,,서울 성동구,양식,성수,20141226,
F3F835C942,서울 성동구 왕십리로 134 .,청죽***,,서울 성동구,백반/가정식,뚝섬,20000512,
C59F032CAC,서울 성동구 왕십리로 223-1,밸런***,샌드위치/토스트1,서울 성동구,샌드위치/토스트,한양대,20090421,
ED968D5FD1,서울 성동구 왕십리로 275-1,할리********,커피전문점15,서울 성동구,커피전문점,,20151125,
BB82FCB163,서울 성동구 왕십리로 291-2,볼카***,,서울 성동구,호프/맥주,왕십리,20051202,
7D998A4E45,서울 성동구 왕십리로 291-2,가요**,,서울 성동구,일반 유흥주점,왕십리,20090806,
3DB47F6D25,서울 성동구 왕십리로 296-1,학다*,,서울 성동구,카페,왕십리,20110729,
51469424CB,서울 성동구 왕십리로 357 .,공차**********,차1,서울 성동구,차,,20200729,
17B4A44FAF,서울 성동구 왕십리로 375-1,개미**,,서울 성동구,백반/가정식,,20151119,
E411010CB1,서울 성동구 왕십리로 410 .,진이*******,반찬2,서울 성동구,반찬,,20230329,
49E147A359,서울 성동구 왕십리로 410 .,부자**,,서울 성동구,떡/한과 제조,,20170110,
81F1EA7323,서울 성동구 왕십리로 80-1.,성수***,한식-국밥/설렁탕6,서울 성동구,한식-국밥/설렁탕,뚝섬,20141017,
292FD26A79,서울 성동구 왕십리로21길 6,김밥**,분식3,서울 성동구,분식,왕십리,20070711,
00A2CF886A,서울 성동구 왕십리로22길 6,별*,,서울 성동구,일반 유흥주점,왕십리,20160229,
3AE0B97C20,서울 성동구 왕십리로24길 5,소*,,서울 성동구,한식-육류/고기,왕십리,20081013,
305E16DCD0,서울 성동구 왕십리로28길 5,양자*,,서울 성동구,중식당,왕십리,20081014,
EED0404EC2,서울 성동구 왕십리로30길 8,자연*****,,서울 성동구,농산물,,20160504,
4996910EA9,서울 성동구 왕십리로5길 19,송범**,,서울 성동구,백반/가정식,뚝섬,20051123,
9608F27C4D,서울 성동구 왕십리로6길 2.,일월***,,서울 성동구,한식-단품요리일반,뚝섬,20210609,
0080644746,서울 성동구 왕십리로8길 4.,샵아**,요리주점1,서울 성동구,요리주점,뚝섬,20150515,
57D0C5916A,서울 성동구 왕십리로8길 5.,미테**,,서울 성동구,양식,뚝섬,20160909,
C22B08730F,서울 성동구 왕십리로8길 5.,서울****,,서울 성동구,호프/맥주,뚝섬,20230113,
1C4665B740,서울 성동구 왕십리로8길 7.,더블**********,,서울 성동구,한식-육류/고기,뚝섬,20160922,
1A185BC72B,서울 성동구 용답19가길 23.,집밥***,,서울 성동구,한식-해물/생선,답십리,20191119,
B30333D048,서울 성동구 용답19길 10-2.,할루***,,서울 성동구,치킨,,20101018,
DE85469897,서울 성동구 용답29길 15-1.,쪽선*,,서울 성동구,한식-육류/고기,답십리,20160218,
4BB1D5083E,서울 성동구 용답중앙15길 2,사거***,,서울 성동구,청과물,답십리,20070626,
1B554AAC24,서울 성동구 용답중앙길 55.,서박*****,,서울 성동구,한식-냉면,답십리,20151201,
1CB111F32B,서울 성동구 용답중앙길 69.,서울**,,서울 성동구,농산물,답십리,20160801,
3466CE84BF,서울 성동구 용답중앙길 92.,찜사***,,서울 성동구,한식-해물/생선,답십리,20150102,
06EB542919,서울 성동구 한림말1길 15-2,민들***,,서울 성동구,떡/한과 제조,옥수,20100312,
884843D6AE,서울 성동구 행당로17길 22.,찬란********,,서울 성동구,한식-해물/생선,왕십리,20211130,
FB709A768C,서울 성동구 행당로17길 26.,남매***,,서울 성동구,꼬치구이,왕십리,20160111,
8D93FA8AF3,서울 성동구 행당로6길 97 .,파리********,베이커리10,서울 성동구,베이커리,행당,20160922,
B5D809A744,서울특별시 성동구 마조로 9,남도***,,서울 성동구,한식-국밥/설렁탕,한양대,20190415,
E2718B6445,서울특별시 성동구 장터길 9,로이*,,서울 성동구,양식,,20171011,
FA8BCD6DDD,서울특별시 성동구 행당로 2,트리***********,,서울 성동구,커피전문점,신금호,20230208,
F0CE500A65,서울특별시 성동구 행당로 6,알고*****,,서울 성동구,양식,신금호,20241213,
2EDD8317FA,서울특별시 성동구 행당로 6,우림*****,,서울 성동구,한식-육류/고기,신금호,20190911,
EDFFBFE90B,서울  성동구  고산자로  284,맘마*,도시락1,서울 성동구,도시락,왕십리,20120713,
53987F6D47,서울  성동구  고산자로  290,마장****,,서울 성동구,한식-육류/고기,왕십리,19990927,
8F5D58EB68,서울  성동구  고산자로  300,레이*************,,서울 성동구,한식-단품요리일반,왕십리,20120306,
DF916D9BA2,서울  성동구  금호로13길  3,이모*,,서울 성동구,백반/가정식,신금호,20120517,
5A4B697AE7,서울  성동구  금호산2길  19,바다******,한식-해물/생선3,서울 성동구,한식-해물/생선,금남시장,20120727,
DE5727B21A,서울  성동구  무수막14길  7,커피*,,서울 성동구,식료품,신금호,20120614,
64DD526761,서울  성동구  무학로2길  44,꼬치*****,,서울 성동구,이자카야,왕십리,20120905,
1A011579F7,서울  성동구  성수이로  113,뚜레********,베이커리2,서울 성동구,베이커리,성수,20120530,
C41A3932CE,서울  성동구  아차산로  144,우영***,,서울 성동구,백반/가정식,,20120905,
72DBCB6C77,서울  성동구  행당로17길  5,행당***,,서울 성동구,한식-국밥/설렁탕,왕십리,20111206,
AB9E1046C2,서울  성동구  행당로3길  18,우리**,,서울 성동구,청과물,,20120424,
B384999F4C,서울 성동구 고산자로22길 11,양자*,,서울 성동구,중식당,마장동,20010721,
0DBD011FE1,서울 성동구 고산자로24길 11,광덕**,,서울 성동구,축산물,마장동,20020723,
2E56C71323,서울 성동구 고산자로24길 11,동호**,,서울 성동구,축산물,마장동,20110110,
CD17D7F552,서울 성동구 고산자로24길 11,천안****,,서울 성동구,축산물,마장동,20240503,
577F82A787,서울 성동구 고산자로24길 16,명가******,,서울 성동구,축산물,마장동,20130724,
5E6FE68BF5,서울 성동구 고산자로24길 16,초경**,,서울 성동구,축산물,마장동,20160411,
310D618597,서울 성동구 고산자로24길 17,형우**,,서울 성동구,축산물,마장동,20110406,
ED68BA86A3,서울 성동구 고산자로24길 6.,우리*****,,서울 성동구,축산물,마장동,20080402,
C168E9F433,서울 성동구 고산자로24길 6.,장푸*,,서울 성동구,축산물,마장동,20110406,
7AE92B81E6,서울 성동구 고산자로24길 6.,정선****,,서울 성동구,축산물,마장동,20131113,
D04449492B,서울 성동구 고산자로24길 6.,고기**,,서울 성동구,축산물,마장동,20141016,
9CD4728087,서울 성동구 고산자로26길 5.,여우*,,서울 성동구,한식-육류/고기,마장동,20130520,
758D61445D,서울 성동구 고산자로2길 6-6,야미*,,서울 성동구,한식-단품요리일반,,20070713,
9FF9872DBD,서울 성동구 고산자로2길 65.,어거****,,서울 성동구,치킨,,20240405,
4E390D279A,서울 성동구 고산자로6길 24.,드소*************,,서울 성동구,베이커리,,20160721,
F852908BF6,서울 성동구 고산자로6길 33.,탐라******,,서울 성동구,한식-육류/고기,왕십리,20160622,
816828B7F6,서울 성동구 고산자로6길 40.,신촌***,한식-국밥/설렁탕4,서울 성동구,한식-국밥/설렁탕,,20050124,
28CF1EBDA2,서울 성동구 고산자로6길 40.,병천**,한식-국밥/설렁탕3,서울 성동구,한식-국밥/설렁탕,,20100211,
0773FAF52A,서울 성동구 고산자로6길 40.,전주******,한식-국밥/설렁탕11,서울 성동구,한식-국밥/설렁탕,,20150105,
0AD65F48B1,서울 성동구 고산자로8길 22.,띵스**,,서울 성동구,햄버거,,20241007,
D63B351295,서울 성동구 고산자로8길 26.,동해*,,서울 성동구,중식당,,20170327,20250813
5F641D5F4A,서울 성동구 광나루로 320-1.,두루******,,서울 성동구,한식-해물/생선,,20140904,
2D2C0E00E6,서울 성동구 광나루로 320-1.,24**************,한식-국밥/설렁탕1,서울 성동구,한식-국밥/설렁탕,,20180220,
FBE5899725,서울 성동구 광나루로11길 19,피자**,,서울 성동구,피자,,20080123,
46D50AE96B,서울 성동구 광나루로11길 39,선희***,,서울 성동구,백반/가정식,,20100528,
50BD14C2F8,서울 성동구 광나루로6길 35.,밀향*,,서울 성동구,백반/가정식,,20110308,
F9F193955A,서울 성동구 광나루로6길 35.,포미*,,서울 성동구,동남아/인도음식,,20170120,
D59EAA6064,서울 성동구 광나루로6길 35.,라성**,,서울 성동구,일식-덮밥/돈가스,,20140102,
F7D24B9BB0,서울 성동구 광나루로6길 49.,부*,,서울 성동구,백반/가정식,,20150415,
139B280BA1,서울 성동구 광나루로8길 11.,꽃잎*,,서울 성동구,백반/가정식,,20200302,
2F2BBD5117,서울 성동구 광나루로8길 12.,아재********,,서울 성동구,커피전문점,,20191227,
B7E1268177,서울 성동구 금호로13길 1-1.,신금***,,서울 성동구,떡/한과 제조,신금호,20100810,
160DDA26E5,서울 성동구 금호로3길 18-44,금옥*,,서울 성동구,백반/가정식,금남시장,20101007,
6823A37A44,서울 성동구 금호로3길 18-44,가보*,,서울 성동구,한식-단품요리일반,금남시장,20060720,
C605E52DD9,서울 성동구 금호산10길 4-9.,금호**,,서울 성동구,식료품,금남시장,20140519,
79ECEB213D,서울 성동구 금호산2길 17-1.,왕코***,백반/가정식16,서울 성동구,백반/가정식,금남시장,20160624,
4E94D459E2,서울 성동구 금호산2길 20-1.,원조***,,서울 성동구,한식-국수/만두,금남시장,20080507,
D1BD109F16,서울 성동구 금호산2길 22-1.,맛있***,,서울 성동구,요리주점,금남시장,20141202,
CC9BA90614,서울 성동구 금호산2길 22-6.,수랏*,,서울 성동구,식료품,금남시장,20161109,
90224EC511,서울 성동구 금호산2길 26-1.,뽀빠***,,서울 성동구,치킨,금남시장,20131113,
9710E13DA5,서울 성동구 금호산2길 29-5.,열정**,,서울 성동구,한식-단품요리일반,금남시장,20220228,
A6BE3DEBC5,서울 성동구 독서당로 285-1.,어가***,,서울 성동구,일식당,금남시장,20040329,
4BF0C08F5F,서울 성동구 독서당로 290-1.,지니*****,,서울 성동구,카페,금남시장,20150513,
644FD8375A,서울 성동구 독서당로 295-7.,골목**,,서울 성동구,한식-냉면,금남시장,20121128,
01B82F195A,서울 성동구 독서당로 296-1.,스몰**,,서울 성동구,호프/맥주,금남시장,20140516,
A1EFA7F3A4,서울 성동구 독서당로 297-1.,신세***,,서울 성동구,반찬,금남시장,20140613,
E0A583DB58,서울 성동구 독서당로 297-3.,카페***,,서울 성동구,카페,금남시장,20220405,
7AFB53D14D,서울 성동구 독서당로 298-8.,금호***,,서울 성동구,한식-해물/생선,금남시장,20071213,
A1FFD25FC7,서울 성동구 독서당로 301-5.,이가***,,서울 성동구,한식-육류/고기,금남시장,20020513,
C81BDB335C,서울 성동구 독서당로 301-93,고향**,,서울 성동구,한식-냉면,금남시장,20010521,
78A451E785,서울 성동구 독서당로 303-16,도담***,,서울 성동구,한식-육류/고기,금남시장,20070426,
438D6C2A0C,서울 성동구 독서당로 303-17,미우*,,서울 성동구,한식-단품요리일반,금남시장,20110331,
65E5572C9F,서울 성동구 독서당로 303-3.,장군*******,,서울 성동구,한식-해물/생선,금남시장,20161129,
ED9B54E9A4,서울 성동구 독서당로 303-4.,금호***,,서울 성동구,건강원,금남시장,20211102,
8D2F0E9170,서울 성동구 독서당로 303-9.,희동**,,서울 성동구,한식-단품요리일반,금남시장,20150615,
249C65ED4B,서울 성동구 독서당로 315-4.,느*,,서울 성동구,호프/맥주,금남시장,20191105,
6E8A1269CE,서울 성동구 독서당로 325-1.,정드****,,서울 성동구,반찬,금남시장,20110421,
713EF07634,서울 성동구 독서당로60길 5.,처갓*****,치킨30,서울 성동구,치킨,,20050510,
56637B5CFF,서울 성동구 독서당로62길 4.,응봉*******,,서울 성동구,한식-육류/고기,,20160201,
A05282EFE7,서울 성동구 동호로5길 131 .,서울********,,서울 성동구,식료품,,20160912,
70F032FFD5,서울 성동구 뚝섬로3길 11-5.,로드*************,,서울 성동구,커피전문점,방배역,20221027,
5B4D253AB9,서울 성동구 뚝섬로9길 13-1.,모먼********,,서울 성동구,양식,미아사거리,20240205,
ACC89DAC44,서울 성동구 마장로31가길 5.,대호**,,서울 성동구,축산물,마장동,20140317,
2A46B78747,서울 성동구 마장로31가길 5.,대호**,,서울 성동구,축산물,마장동,20140507,
7ACE2E4135,서울 성동구 마장로31길 11-1,우리**,,서울 성동구,축산물,,20090515,
5E86C12B37,서울 성동구 마장로31나길 14,제일**,,서울 성동구,축산물,마장동,20021105,
F830EFEDC5,서울 성동구 마장로31나길 7.,은성***,,서울 성동구,축산물,마장동,20090123,
B6D9ACF9C9,서울 성동구 마장로35길 42-3,호수****,,서울 성동구,축산물,마장동,20141014,
C8748625BA,서울 성동구 마장로35나길 40,궁마*,,서울 성동구,한식-육류/고기,,20000411,
C83DB3B632,서울 성동구 마장로35나길 9.,화랑**,,서울 성동구,축산물,마장동,20080403,
281D5B3CBD,서울 성동구 마장로35다길 10,부흥***,,서울 성동구,축산물,마장동,20121025,
07D4C06897,서울 성동구 마장로35다길 12,하*,,서울 성동구,축산물,마장동,20121214,
20B5CCDB99,서울 성동구 마장로35다길 18,동철**,,서울 성동구,축산물,마장동,20160929,
825CCFE2CE,서울 성동구 마장로35다길 7.,팔팔******,,서울 성동구,축산물,마장동,20121005,
FA56138C48,서울 성동구 마장로35다길 8.,두두**,,서울 성동구,축산물,마장동,20161028,
84C2CF5A0F,서울 성동구 마장로37길 37-1,진덕**,,서울 성동구,축산물,마장동,20110407,
4F2296203F,서울 성동구 마장로37길 51-1,현대**,,서울 성동구,축산물,마장동,20200703,
AFFE78AA17,서울 성동구 마장로37길 53-9,사랑**,,서울 성동구,축산물,마장동,20161006,
0866C50DAD,서울 성동구 마장로39가길 23,장수**,,서울 성동구,축산물,,20080502,
BD59CF16DF,서울 성동구 마조로1가길 13.,on****,,서울 성동구,호프/맥주,한양대,20101014,
6A2D56434E,서울 성동구 마조로1가길 14.,도담**,치킨13,서울 성동구,치킨,한양대,20160509,20230911
FDC922ABCE,서울 성동구 마조로1가길 17.,라*,,서울 성동구,카페,한양대,20150409,
36D30C9B49,서울 성동구 마조로3가길 19.,왕가**,,서울 성동구,한식-육류/고기,한양대,20040409,
CA5F53A33F,서울 성동구 마조로3가길 25.,왕십***,,서울 성동구,백반/가정식,한양대,20240424,
C1259FB5AB,서울 성동구 마조로3가길 25.,니캉**,,서울 성동구,한식-육류/고기,한양대,20081118,
520511D96C,서울 성동구 마조로3가길 27.,서울***,,서울 성동구,한식-육류/고기,한양대,20070227,
3C9076A1D4,서울 성동구 마조로5길 4-10.,쇼*,,서울 성동구,이자카야,한양대,20080626,
9DB801DF04,서울 성동구 마조로5길 4-11.,삼팔****,,서울 성동구,포장마차,한양대,20090602,
6A6C827737,서울 성동구 마조로5길 4-16.,오투***,,서울 성동구,요리주점,한양대,20110315,
5F6C91EC8E,서울 성동구 마조로5길 4-16.,별이*******,,서울 성동구,한식-단품요리일반,한양대,20121016,
76B71D3DF0,서울 성동구 무학로2길 42-1.,껍데**,,서울 성동구,한식-육류/고기,왕십리,20130708,
5FC828374B,서울 성동구 무학봉15가길 7.,한마***,,서울 성동구,한식-육류/고기,,20110418,
B94F386154,서울 성동구 무학봉15길 11-1,장수***,,서울 성동구,건강원,왕십리,20080813,
2716FFD10A,서울 성동구 상원12길 20-14.,소울*************************,,서울 성동구,커피전문점,뚝섬,20171120,
06A87DAA45,서울 성동구 서울숲2길 46-9.,푸르******,,서울 성동구,카페,뚝섬,20190823,
DDCEC53100,서울 성동구 서울숲2길 46-9.,푸르****,,서울 성동구,한식-육류/고기,뚝섬,20130603,
42334BE576,서울 성동구 서울숲4길 20-1.,베로******,,서울 성동구,양식,풍산지구,20230117,
149A2FAFF2,서울 성동구 서울숲4길 22-1.,페이***,,서울 성동구,양식,뚝섬,20111004,
2B0A1A657D,서울 성동구 서울숲4길 22-7.,언와**********,,서울 성동구,일식당,뚝섬,20220107,
DE28615258,서울 성동구 성덕정15길 6-9.,서울**,,서울 성동구,한식-육류/고기,성수,20140113,
9B88CEAD32,서울 성동구 성덕정17길 3-1.,곱씹****,,서울 성동구,한식-단품요리일반,성수,20160105,
0F62D2C2CF,서울 성동구 성덕정17길 4-1.,우돈**,,서울 성동구,한식-육류/고기,성수,20080411,
94F3CA422B,서울 성동구 성덕정17길 8-1.,성수**,,서울 성동구,백반/가정식,성수,20180706,
9AC64E44C1,서울 성동구 성덕정길 146-1.,삼미**,,서울 성동구,백반/가정식,,20160412,
B2781768EE,서울 성동구 성수동2가 328-7,앙골******,,서울 성동구,카페,성수,20180416,
F1B5E625FC,서울 성동구 성수이로 32-24.,투다****,꼬치구이3,서울 성동구,꼬치구이,성수,20090218,
C9F99AA41B,서울 성동구 성수이로 36-10.,청수***,,서울 성동구,백반/가정식,성수,20091019,
AA8C19329D,서울 성동구 성수이로10길 14,수*,,서울 성동구,중식당,성수,20151002,
77E24452D3,서울 성동구 성수이로10길 8.,우곤**,,서울 성동구,일식-덮밥/돈가스,성수,20140929,
2C8DAA2BF9,서울 성동구 성수이로14길 5.,메조******************,,서울 성동구,카페,성수,20221125,
7403ED5B56,서울 성동구 성수이로16길 25,경수**,,서울 성동구,백반/가정식,,20010627,
0E15C8A398,서울 성동구 성수이로22길 31,리*,,서울 성동구,한식-단품요리일반,,20131028,
1E745D32BC,서울 성동구 성수이로7길 27.,장*,,서울 성동구,중식당,성수,20140221,
727D65C942,서울 성동구 성수이로7길 27.,파리**********,베이커리10,서울 성동구,베이커리,성수,20101111,
63F465C28C,서울 성동구 성수이로7길 27.,이야******,,서울 성동구,백반/가정식,성수,20150601,
41E88640AD,서울 성동구 성수일로 80-17.,대도*,,서울 성동구,한식-육류/고기,성수,20180425,
47AACE684D,서울 성동구 성수일로11길 11,봉짬*,,서울 성동구,중식당,뚝섬,20140515,
8BA83008CB,서울 성동구 성수일로11길 8.,주식******,,서울 성동구,커피전문점,뚝섬,20161104,
51949561E0,서울 성동구 성수일로12길 20,충남**,,서울 성동구,백반/가정식,성수,20060223,
BD1918BD51,서울 성동구 성수일로12길 20,또*,,서울 성동구,백반/가정식,성수,20101230,
1E49E0A26C,서울 성동구 성수일로12길 33,성수****,,서울 성동구,한식-육류/고기,성수,20070423,
07C53B9164,서울 성동구 성수일로4길 25.,브라***,,서울 성동구,주류,성수,20110119,
CA43DFDEA8,서울 성동구 성수일로4길 25.,롸카********,,서울 성동구,햄버거,성수,20211014,
29421280E6,서울 성동구 성수일로4길 25.,서울********,일식-덮밥/돈가스1,서울 성동구,일식-덮밥/돈가스,성수,20100419,
40FF885FCA,서울 성동구 성수일로4길 33.,잇프*************,,서울 성동구,농산물,성수,20201111,
75296C3F60,서울 성동구 성수일로4길 45.,원빈**********,,서울 성동구,카페,성수,20130725,
ED55416BF9,서울 성동구 성수일로4길 45.,파케**,,서울 성동구,식료품,성수,20221017,
874FCFE46F,서울 성동구 성수일로4길 48.,성닭*,,서울 성동구,한식-육류/고기,성수,20190917,
F12D55091A,서울 성동구 성수일로8길 37.,골드*******************,,서울 성동구,카페,성수,20241220,
